RUN	pokemonapi.RefulTask	refultask	1720829203000	 	3.11.3
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218358
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218358
USER	Task API Test	END	1720829218359
USER	Task API Test	START	1720829218359
REQUEST		POST task	1720829217660	1720829218429	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218430
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218430
USER	Task API Test	END	1720829218431
USER	Task API Test	START	1720829218432
REQUEST		POST task	1720829218207	1720829218475	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218477
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218477
USER	Task API Test	END	1720829218477
USER	Task API Test	START	1720829218478
REQUEST		POST task	1720829218249	1720829218507	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218508
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218508
USER	Task API Test	END	1720829218509
USER	Task API Test	START	1720829218509
REQUEST		POST task	1720829218359	1720829218616	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218617
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218617
USER	Task API Test	END	1720829218617
USER	Task API Test	START	1720829218618
REQUEST		POST task	1720829217858	1720829218649	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218650
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218650
USER	Task API Test	END	1720829218650
USER	Task API Test	START	1720829218651
REQUEST		POST task	1720829217937	1720829218695	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218695
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218695
USER	Task API Test	END	1720829218696
USER	Task API Test	START	1720829218697
REQUEST		POST task	1720829218431	1720829218699	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218700
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218700
USER	Task API Test	END	1720829218700
USER	Task API Test	START	1720829218700
REQUEST		POST task	1720829218478	1720829218747	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218748
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218748
USER	Task API Test	END	1720829218749
USER	Task API Test	START	1720829218749
REQUEST		POST task	1720829218086	1720829218867	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218868
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218868
USER	Task API Test	END	1720829218869
USER	Task API Test	START	1720829218869
REQUEST		POST task	1720829218618	1720829218887	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218888
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218888
USER	Task API Test	END	1720829218888
USER	Task API Test	START	1720829218889
REQUEST		POST task	1720829218696	1720829218954	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218955
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218955
USER	Task API Test	END	1720829218955
USER	Task API Test	START	1720829218956
REQUEST		POST task	1720829218700	1720829218957	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829218958
ERROR	GET task: No attribute named 'thiis' is defined 	1720829218958
USER	Task API Test	END	1720829218958
USER	Task API Test	START	1720829218959
REQUEST		POST task	1720829218749	1720829219010	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219011
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219011
USER	Task API Test	END	1720829219012
REQUEST		POST task	1720829218238	1720829219012	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219012
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219012
USER	Task API Test	END	1720829219013
USER	Task API Test	START	1720829219013
USER	Task API Test	START	1720829219013
REQUEST		POST task	1720829218228	1720829219021	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219021
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219021
USER	Task API Test	END	1720829219021
USER	Task API Test	START	1720829219022
REQUEST		POST task	1720829218869	1720829219123	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219124
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219124
USER	Task API Test	END	1720829219124
USER	Task API Test	START	1720829219125
REQUEST		POST task	1720829218302	1720829219134	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219135
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219135
USER	Task API Test	END	1720829219135
USER	Task API Test	START	1720829219136
REQUEST		POST task	1720829218889	1720829219189	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219191
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219191
USER	Task API Test	END	1720829219191
USER	Task API Test	START	1720829219192
REQUEST		POST task	1720829218955	1720829219223	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219224
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219224
USER	Task API Test	END	1720829219225
USER	Task API Test	START	1720829219225
REQUEST		POST task	1720829219013	1720829219271	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219272
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219272
USER	Task API Test	END	1720829219273
USER	Task API Test	START	1720829219274
REQUEST		POST task	1720829218509	1720829219275	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219275
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219275
USER	Task API Test	END	1720829219275
USER	Task API Test	START	1720829219276
REQUEST		POST task	1720829218959	1720829219294	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219295
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219295
REQUEST		POST task	1720829219013	1720829219295	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219296
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219296
USER	Task API Test	END	1720829219296
USER	Task API Test	END	1720829219296
USER	Task API Test	START	1720829219297
USER	Task API Test	START	1720829219297
REQUEST		POST task	1720829219136	1720829219394	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219395
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219395
USER	Task API Test	END	1720829219396
USER	Task API Test	START	1720829219396
REQUEST		POST task	1720829218651	1720829219440	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219441
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219441
USER	Task API Test	END	1720829219441
USER	Task API Test	START	1720829219442
REQUEST		POST task	1720829219192	1720829219456	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219457
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219457
USER	Task API Test	END	1720829219457
USER	Task API Test	START	1720829219458
REQUEST		POST task	1720829219273	1720829219535	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219536
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219536
USER	Task API Test	END	1720829219537
USER	Task API Test	START	1720829219537
REQUEST		POST task	1720829219276	1720829219549	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219549
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219550
USER	Task API Test	END	1720829219550
USER	Task API Test	START	1720829219550
REQUEST		POST task	1720829219296	1720829219556	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219557
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219557
USER	Task API Test	END	1720829219557
USER	Task API Test	START	1720829219558
REQUEST		POST task	1720829219296	1720829219596	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219597
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219597
USER	Task API Test	END	1720829219597
USER	Task API Test	START	1720829219598
REQUEST		POST task	1720829219457	1720829219716	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219717
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219717
USER	Task API Test	END	1720829219717
USER	Task API Test	START	1720829219718
REQUEST		POST task	1720829219442	1720829219721	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219722
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219722
USER	Task API Test	END	1720829219722
USER	Task API Test	START	1720829219722
REQUEST		POST task	1720829219537	1720829219795	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219795
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219795
USER	Task API Test	END	1720829219796
USER	Task API Test	START	1720829219797
REQUEST		POST task	1720829219550	1720829219819	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219820
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219820
USER	Task API Test	END	1720829219820
REQUEST		POST task	1720829219558	1720829219820	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219820
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219820
USER	Task API Test	END	1720829219821
USER	Task API Test	START	1720829219821
USER	Task API Test	START	1720829219821
REQUEST		POST task	1720829219022	1720829219822	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219823
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219823
USER	Task API Test	END	1720829219823
USER	Task API Test	START	1720829219823
REQUEST		POST task	1720829219598	1720829219851	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219852
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219852
USER	Task API Test	END	1720829219853
USER	Task API Test	START	1720829219853
REQUEST		POST task	1720829219125	1720829219926	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219927
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219927
USER	Task API Test	END	1720829219927
USER	Task API Test	START	1720829219928
REQUEST		POST task	1720829219717	1720829219985	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829219986
ERROR	GET task: No attribute named 'thiis' is defined 	1720829219986
USER	Task API Test	END	1720829219986
USER	Task API Test	START	1720829219987
REQUEST		POST task	1720829219225	1720829220052	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220053
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220053
USER	Task API Test	END	1720829220053
USER	Task API Test	START	1720829220054
REQUEST		POST task	1720829219796	1720829220061	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220062
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220062
USER	Task API Test	END	1720829220062
USER	Task API Test	START	1720829220063
REQUEST		POST task	1720829219821	1720829220075	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220076
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220076
USER	Task API Test	END	1720829220077
USER	Task API Test	START	1720829220077
REQUEST		POST task	1720829219820	1720829220080	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220080
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220080
USER	Task API Test	END	1720829220081
USER	Task API Test	START	1720829220081
REQUEST		POST task	1720829219853	1720829220109	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220110
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220110
USER	Task API Test	END	1720829220111
USER	Task API Test	START	1720829220111
REQUEST		POST task	1720829219823	1720829220119	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220119
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220120
USER	Task API Test	END	1720829220120
USER	Task API Test	START	1720829220120
REQUEST		POST task	1720829219927	1720829220190	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220191
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220191
USER	Task API Test	END	1720829220191
USER	Task API Test	START	1720829220192
REQUEST		POST task	1720829219396	1720829220216	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220217
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220217
USER	Task API Test	END	1720829220217
USER	Task API Test	START	1720829220218
REQUEST		POST task	1720829219986	1720829220250	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220251
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220251
USER	Task API Test	END	1720829220251
USER	Task API Test	START	1720829220252
REQUEST		POST task	1720829220053	1720829220317	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220318
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220318
USER	Task API Test	END	1720829220318
USER	Task API Test	START	1720829220319
REQUEST		POST task	1720829220063	1720829220336	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220337
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220337
USER	Task API Test	END	1720829220337
USER	Task API Test	START	1720829220338
REQUEST		POST task	1720829220081	1720829220350	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220351
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220351
USER	Task API Test	END	1720829220351
USER	Task API Test	START	1720829220352
REQUEST		POST task	1720829220111	1720829220374	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220375
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220375
USER	Task API Test	END	1720829220376
USER	Task API Test	START	1720829220376
REQUEST		POST task	1720829220120	1720829220376	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220377
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220377
USER	Task API Test	END	1720829220377
USER	Task API Test	START	1720829220377
REQUEST		POST task	1720829220192	1720829220453	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220454
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220454
USER	Task API Test	END	1720829220454
USER	Task API Test	START	1720829220455
REQUEST		POST task	1720829219722	1720829220510	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220511
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220511
USER	Task API Test	END	1720829220512
USER	Task API Test	START	1720829220512
REQUEST		POST task	1720829220319	1720829220577	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220578
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220578
USER	Task API Test	END	1720829220579
USER	Task API Test	START	1720829220579
REQUEST		POST task	1720829220377	1720829220643	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220644
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220644
USER	Task API Test	END	1720829220644
USER	Task API Test	START	1720829220645
REQUEST		POST task	1720829220338	1720829220663	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220663
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220663
USER	Task API Test	END	1720829220664
USER	Task API Test	START	1720829220664
REQUEST		POST task	1720829220454	1720829220763	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220764
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220764
USER	Task API Test	END	1720829220764
USER	Task API Test	START	1720829220765
REQUEST		POST task	1720829220512	1720829220777	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220778
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220778
USER	Task API Test	END	1720829220778
USER	Task API Test	START	1720829220778
REQUEST		POST task	1720829220077	1720829220860	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220861
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220861
USER	Task API Test	END	1720829220861
USER	Task API Test	START	1720829220862
REQUEST		POST task	1720829220645	1720829220911	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220912
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220912
USER	Task API Test	END	1720829220912
USER	Task API Test	START	1720829220913
REQUEST		POST task	1720829220664	1720829220928	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829220929
ERROR	GET task: No attribute named 'thiis' is defined 	1720829220929
USER	Task API Test	END	1720829220930
USER	Task API Test	START	1720829220930
REQUEST		POST task	1720829220252	1720829221010	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221011
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221011
USER	Task API Test	END	1720829221012
USER	Task API Test	START	1720829221013
REQUEST		POST task	1720829220765	1720829221025	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221025
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221025
USER	Task API Test	END	1720829221026
USER	Task API Test	START	1720829221026
REQUEST		POST task	1720829220217	1720829221042	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221043
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221043
USER	Task API Test	END	1720829221043
USER	Task API Test	START	1720829221044
REQUEST		POST task	1720829220778	1720829221086	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221087
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221087
USER	Task API Test	END	1720829221087
USER	Task API Test	START	1720829221088
REQUEST		POST task	1720829220862	1720829221114	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221114
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221114
USER	Task API Test	END	1720829221115
USER	Task API Test	START	1720829221116
REQUEST		POST task	1720829220376	1720829221160	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221161
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221161
USER	Task API Test	END	1720829221162
USER	Task API Test	START	1720829221162
REQUEST		POST task	1720829220352	1720829221170	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221170
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221170
USER	Task API Test	END	1720829221171
USER	Task API Test	START	1720829221171
REQUEST		POST task	1720829220913	1720829221173	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221173
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221173
USER	Task API Test	END	1720829221173
USER	Task API Test	START	1720829221174
REQUEST		POST task	1720829220930	1720829221206	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221207
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221207
USER	Task API Test	END	1720829221207
USER	Task API Test	START	1720829221208
REQUEST		POST task	1720829221012	1720829221276	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221277
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221277
USER	Task API Test	END	1720829221278
USER	Task API Test	START	1720829221278
REQUEST		POST task	1720829221026	1720829221280	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221280
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221280
USER	Task API Test	END	1720829221281
USER	Task API Test	START	1720829221281
REQUEST		POST task	1720829221044	1720829221299	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221299
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221299
USER	Task API Test	END	1720829221300
USER	Task API Test	START	1720829221301
REQUEST		POST task	1720829221088	1720829221339	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221340
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221340
USER	Task API Test	END	1720829221341
USER	Task API Test	START	1720829221341
REQUEST		POST task	1720829221115	1720829221385	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221386
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221386
USER	Task API Test	END	1720829221386
USER	Task API Test	START	1720829221387
REQUEST		POST task	1720829220579	1720829221414	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221415
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221415
USER	Task API Test	END	1720829221415
USER	Task API Test	START	1720829221416
REQUEST		POST task	1720829221162	1720829221423	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221424
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221424
USER	Task API Test	END	1720829221425
USER	Task API Test	START	1720829221426
REQUEST		POST task	1720829221173	1720829221446	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221447
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221447
USER	Task API Test	END	1720829221447
USER	Task API Test	START	1720829221447
REQUEST		POST task	1720829221207	1720829221473	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221474
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221474
USER	Task API Test	END	1720829221474
USER	Task API Test	START	1720829221475
REQUEST		POST task	1720829221281	1720829221535	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221536
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221536
USER	Task API Test	END	1720829221537
USER	Task API Test	START	1720829221538
REQUEST		POST task	1720829221278	1720829221545	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221545
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221546
USER	Task API Test	END	1720829221546
USER	Task API Test	START	1720829221546
REQUEST		POST task	1720829221300	1720829221564	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221565
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221565
USER	Task API Test	END	1720829221565
USER	Task API Test	START	1720829221566
REQUEST		POST task	1720829221341	1720829221606	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221607
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221607
USER	Task API Test	END	1720829221607
USER	Task API Test	START	1720829221608
REQUEST		POST task	1720829221386	1720829221646	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221647
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221647
USER	Task API Test	END	1720829221647
USER	Task API Test	START	1720829221648
REQUEST		POST task	1720829221426	1720829221682	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221682
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221682
USER	Task API Test	END	1720829221683
USER	Task API Test	START	1720829221683
REQUEST		POST task	1720829221415	1720829221702	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221703
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221703
USER	Task API Test	END	1720829221703
USER	Task API Test	START	1720829221704
REQUEST		POST task	1720829221447	1720829221704	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221705
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221705
USER	Task API Test	END	1720829221705
USER	Task API Test	START	1720829221706
REQUEST		POST task	1720829221475	1720829221744	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221745
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221745
USER	Task API Test	END	1720829221745
USER	Task API Test	START	1720829221746
REQUEST		POST task	1720829221537	1720829221788	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221789
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221789
USER	Task API Test	END	1720829221789
USER	Task API Test	START	1720829221790
REQUEST		POST task	1720829221546	1720829221807	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221807
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221807
USER	Task API Test	END	1720829221808
USER	Task API Test	START	1720829221809
REQUEST		POST task	1720829221565	1720829221823	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221824
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221824
USER	Task API Test	END	1720829221824
USER	Task API Test	START	1720829221825
REQUEST		POST task	1720829221608	1720829221878	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221879
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221879
USER	Task API Test	END	1720829221879
USER	Task API Test	START	1720829221879
REQUEST		POST task	1720829221171	1720829221922	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221923
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221923
USER	Task API Test	END	1720829221923
USER	Task API Test	START	1720829221924
REQUEST		POST task	1720829221647	1720829221925	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221925
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221925
USER	Task API Test	END	1720829221925
USER	Task API Test	START	1720829221926
REQUEST		POST task	1720829221683	1720829221935	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221935
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221935
USER	Task API Test	END	1720829221936
USER	Task API Test	START	1720829221936
REQUEST		POST task	1720829221703	1720829221959	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221960
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221960
USER	Task API Test	END	1720829221961
USER	Task API Test	START	1720829221961
REQUEST		POST task	1720829221705	1720829221970	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829221971
ERROR	GET task: No attribute named 'thiis' is defined 	1720829221971
USER	Task API Test	END	1720829221971
USER	Task API Test	START	1720829221972
REQUEST		POST task	1720829221746	1720829222006	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829222007
ERROR	GET task: No attribute named 'thiis' is defined 	1720829222007
USER	Task API Test	END	1720829222007
USER	Task API Test	START	1720829222008
REQUEST		POST task	1720829221790	1720829222053	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720829222054
ERROR	GET task: No attribute named 'thiis' is defined 	1720829222054
USER	Task API Test	END	1720829222054
USER	Task API Test	START	1720829222055
